Date,T.CFE,TF.CFE,TS.CFE
2015-01-05,0.0,-0.0014245070230305412,0.0
2015-01-06,0.0,-0.0018015309371188781,0.0
2015-01-07,0.0,-0.0023274140560332057,0.0
2015-01-08,0.0,-0.001340776892404305,0.0
2015-01-09,0.0,-0.00187431393988291,0.0
2015-01-12,0.0,-0.00187431393988291,0.0
2015-01-13,0.0,7.075965819369756e-05,0.0
2015-01-14,0.0,0.0005813510655339194,0.0
2015-01-15,0.0,0.0005813510655339194,0.0
2015-01-16,0.0,0.0005813510655339194,0.0
2015-01-19,0.0,0.0005813510655339194,0.0
2015-01-20,0.0,0.0008680788107902071,0.0
2015-01-21,0.0,0.0008680788107902071,0.0
2015-01-22,0.0,0.0028124028297606962,0.0
2015-01-23,0.0,0.002874227587484901,0.0
2015-01-26,0.0,0.004210706647040041,0.0
2015-01-27,0.0,0.007202548493730476,0.0
2015-01-28,0.0,0.007202548493730476,0.0
2015-01-29,0.0,0.00847842793920539,0.0
2015-01-30,0.0,0.008699740723102645,0.0
2015-02-02,0.0,0.010079526149042284,0.0
2015-02-03,0.0,0.010079526149042284,0.0
2015-02-04,0.0,0.010079526149042284,0.0
2015-02-05,0.0,0.011268717115575089,0.0
2015-02-06,0.0,0.011235350985777548,0.0
2015-02-09,0.0,0.011235350985777548,0.0
2015-02-10,0.0,0.011854429370229291,0.0
2015-02-11,0.0,0.013881764568128063,0.0
2015-02-12,0.0,0.013881764568128063,0.0
2015-02-13,0.0,0.013881764568128063,0.0
2015-02-16,0.0,0.013881764568128063,0.0
2015-02-17,0.0,0.013881764568128063,0.0
2015-02-25,0.0,0.013881764568128063,0.0
2015-02-26,0.0,0.013717484817093228,0.0
2015-02-27,0.0,0.013717484817093228,0.0
2015-03-02,0.0,0.014273217233774838,0.0
2015-03-03,0.0,0.013557659191964722,0.0
2015-03-04,0.0,0.012661083532547801,0.0
2015-03-05,0.0,0.015153100145416487,0.0
2015-03-06,0.0,0.015153100145416487,0.0
2015-03-09,0.0,0.015153100145416487,0.0
2015-03-10,0.0,0.015153100145416487,0.0
2015-03-11,0.0,0.013262771596872058,0.0
2015-03-12,0.0,0.012681149306311923,0.0
2015-03-13,0.0,0.012681149306311923,0.0
2015-03-16,0.0,0.012681149306311923,0.0
2015-03-17,0.0,0.012681149306311923,0.0
2015-03-18,0.0,0.012681149306311923,0.0
2015-03-19,0.0,0.012681149306311923,0.0
2015-03-20,0.0,0.012681149306311923,0.0
2015-03-23,-0.0014240149489352927,0.011674310224252249,0.0
2015-03-24,-0.0022182961244714416,0.011674310224252249,0.0
2015-03-25,-0.001160913790493323,0.011674310224252249,0.0
2015-03-26,0.001531712555819853,0.01504186318324019,0.0
2015-03-27,0.001531712555819853,0.012475921546105995,0.0
2015-03-30,0.001531712555819853,0.015423659362952313,0.0
2015-03-31,0.0009832305753663118,0.01343202743618599,0.0
2015-04-01,0.004985570583127652,0.017321050714502406,0.0
2015-04-02,0.004985570583127652,0.017321050714502406,0.0
2015-04-03,0.006314750710151085,0.018334714519400053,0.0
2015-04-07,0.006314750710151085,0.018334714519400053,0.0
2015-04-08,0.006314750710151085,0.018334714519400053,0.0
2015-04-09,0.006314750710151085,0.018334714519400053,0.0
2015-04-10,0.006314750710151085,0.018334714519400053,0.0
2015-04-13,0.008058828465540069,0.019574918992489754,0.0
2015-04-14,0.007767555911079693,0.018087531255369105,0.0
2015-04-15,0.007767555911079693,0.018087531255369105,0.0
2015-04-16,0.007695230046898649,0.018087531255369105,0.0
2015-04-17,0.007695230046898649,0.01268942815539742,0.0
2015-04-20,0.005200886325475107,0.01268942815539742,0.0
2015-04-21,0.0012926019114558596,0.010126760208308716,0.0
2015-04-22,0.0012926019114558596,0.010126760208308716,0.0
2015-04-23,0.0012926019114558596,0.010126760208308716,0.0
2015-04-24,0.0012239253095742697,0.010751983465286274,0.0
2015-04-27,0.00031787568593333315,0.01125807315562577,0.0
2015-04-28,-0.00026026842032234043,0.01125807315562577,0.0
2015-04-29,-0.00026026842032234043,0.01125807315562577,0.0
2015-04-30,-0.00039320183828706057,0.010016387342589028,0.0
2015-05-04,0.0015074125463628851,0.01139373038246383,0.0
2015-05-05,-8.11091036498901e-05,0.01139373038246383,0.0
2015-05-06,0.001718222084034382,0.014771535394597746,0.0
2015-05-07,0.001718222084034382,0.014771535394597746,0.0
2015-05-08,0.0007097612687193555,0.023654296277645703,0.0
2015-05-11,0.0007097612687193555,0.02257912053652633,0.0
2015-05-12,0.0007097612687193555,0.02257912053652633,0.0
2015-05-13,0.0007097612687193555,0.02257912053652633,0.0
2015-05-14,0.0007097612687193555,0.0265942256293773,0.0
2015-05-15,0.0007097612687193555,0.029246177090629266,0.0
2015-05-18,0.0032811940504349213,0.030629540610158545,0.0
2015-05-19,0.0032811940504349213,0.031248994703927058,0.0
2015-05-20,0.003780238981687223,0.030807430445114026,0.0
2015-05-21,0.003098553349852873,0.029580029628312854,0.0
2015-05-22,0.0026161939231714726,0.02938415962886376,0.0
2015-05-25,0.0026161939231714726,0.02938415962886376,0.0
2015-05-26,0.006545351597159743,0.03228053671008502,0.0
2015-05-27,0.006545351597159743,0.03228053671008502,0.0
2015-05-28,0.010906482342503798,0.03228053671008502,0.0
2015-05-29,0.010836770345998836,0.032210913372342165,0.0
2015-06-01,0.007822096873026485,0.032210913372342165,0.0
2015-06-02,0.010899362733109097,0.03414503217809062,0.0
2015-06-03,0.010899362733109097,0.03414503217809062,0.0
2015-06-04,0.010899362733109097,0.03414503217809062,0.0
2015-06-05,0.009999485252870977,0.034993509694466796,0.0
2015-06-08,0.010459073485085235,0.03542714284082493,0.0
2015-06-09,0.010459073485085235,0.03542714284082493,0.0
2015-06-10,0.010922343070235874,0.036574008321118345,0.0
2015-06-11,0.010922343070235874,0.036574008321118345,0.0
2015-06-12,0.010922343070235874,0.036574008321118345,0.0
2015-06-15,0.010922343070235874,0.036574008321118345,0.0
2015-06-16,0.011999016858518008,0.0371063175263735,0.0
2015-06-17,0.011623876180763881,0.036288180180512386,0.0
2015-06-18,0.010994351471919073,0.036335968426084664,0.0
2015-06-19,0.011650946099331594,0.036335968426084664,0.0
2015-06-23,0.01141709268918889,0.03548610073986014,0.0
2015-06-24,0.01141709268918889,0.03548610073986014,0.0
2015-06-25,0.011670791909441758,0.034490152275509,0.0
2015-06-26,0.011670791909441758,0.034490152275509,0.0
2015-06-29,0.011910229808333006,0.03727795749601959,0.0
2015-06-30,0.01250821074329378,0.03720017861205327,0.0
2015-07-01,0.012613851985634694,0.03720017861205327,0.0
